IR_ID,ID,Citation,Title,Journal,Issue,Year
84,7,"Beach, T., S. Luzzadder-Beach, D. Cook, N. Dunning, D. Kennett, S. Krause, R. Terry, D. Trein, F. Valdez. ""Ancient Maya impacts on the earth's surface: an early anthropocene analog?,"" Quaternary Science Reviews, v.124, 2015, p. 1.",Ancient Maya impacts on the earth's surface: an early anthropocene analog?,Quaternary Science Reviews,124,2015
85,7,"Tim Beach, Sheryl Luzzadder-Beach, Samantha Krause, Nicholas Dunning, Jonathan Flood, Thomas Guderjan, and Fred Valdez. ""?Mayacene? Floodplain and Wetland Formation in the Rio Bravo Watershed of Northwestern Belize.,"" The Holocene, v.25, 2015, p. 1612. doi:DOI: 10.1177/0959683615591713",Mayacene' Floodplain and Wetland Formation in the Rio Bravo Watershed of Northwestern Belize.,The Holocene,25,2015
86,7,"Nicholas Brokaw, Sheila Ward, Scientia staff. ""Cooperation reveals legacy of ancient land use,"" Scientia, v.104, 2016, p. 38. doi:www.scientiapublications.com/dr-nicholas-brokaw-and-dr-sheila-ward-cooperation-reveals-legacy-of-ancient-land-use-university-of-puerto-rico-rio-piedras/",Cooperation reveals legacy of ancient land use,Scientia,104,2016
87,8,"Kirkpatrick, B, Kohler, K, Byrne, M, Fleming, LE, Bennett, L, Scheller, K, Reich, A, Hitchcock, G, Kirkpatrick, G, Ullmann, S, Hoagland, P. ""Human responses to Florida red tides: policy awareness and the effectiveness of local fertilizer ordinances,"" Science of the Total Environment, v.493, 2014, p. 898. doi:http://dx.doi.org/10.1016/j.scitotenv.2014.06.083",Human responses to Florida red tides: policy awareness and the effectiveness of local fertilizer ordinances,Science of the Total Environment,493,2014
88,8,"Hoagland P, Jin D, Beet A, Kirkpatrick B, Reich A, Ullmann S., Fleming LE, Kirkpatrick G.. ""The human health effects of Florida red tides: an expanded analysis.,"" Environment International, v.68, 2014, p. 144. doi:http://dx.doi.org/10.1016/j.envint.2014.03.016",The human health effects of Florida red tides: an expanded analysis,Environment International,68,2014
89,8,"Kirkpatrick, B, Kohler K, Byrne MM, Studts J.. ""Florida red tide knowledge and risk perception: is there a need for tailored messaging?,"" Harmful Algae, v.32, 2014, p. 27. doi:http://www.sciencedirect.com/science/article/pii/S1568988313001376",Florida red tide knowledge and risk perception: is there a need for tailored messaging?,Harmful Algae,32,2014
90,8,"Reich, A, Lazensky, R, Faris, J, Fleming, L, Kirkpatrick, B, Ullmann, S, Kohler, K, Hoagland, P. ""Assessing the impact of shellfish harvesting area closures on neurotoxic shellfish poisoning (NSP) incidence during Florida red tide (Karenia brevis) blooms,"" Harmful Algae, v.43, 2015, p. 13. doi:http://dx.doi.org/10.1016/j.hal.2014.12.003",Assessing the impact of shellfish harvesting area closures on neurotoxic shellfish poisoning (NSP) incidence during Florida red tide (Karenia brevis) blooms,Harmful Algae,43,2015
91,8,"Davidson K, Gowen RJ, Harrison PJ, Fleming LE, Hoagland P.. ""Anthropogenic nutrients and harmful algae in coastal waters.,"" Journal of Environmental Management, v.146, 2014, p. 206. doi:http://dx.doi.org/10.1016/j.jenvman.2014.07.002",Anthropogenic nutrients and harmful algae in coastal waters.,Journal of Environmental Management,146,2014
92,8,"Li Z, Garrison B, Ullmann SU, Hoagland P, Kirkpatrick B, Fleming LE.. ""Risk in daily newspaper coverage of red tide blooms in southwest Florida.,"" Environmental Communication, v.17, 2015, p. 167. doi:10.1080/1533015X.2015.1067579",Risk in daily newspaper coverage of red tide blooms in southwest Florida.,Environmental Communication,17,2015
93,8,"Berdalet E, Fleming LE, Gowen R, Davidson K, Hess P, Backer LC, Moore SK, Hoagland P, Enevoldsen H.. ""Marine harmful algal blooms, human health and wellbeing: challenges and opportunities in the 21st century,"" Journal of the Marine Biological Association of the United Kingdom, v.96, 2015, p. 61. doi:http://dx.doi.org/10.1017/S0025315415001733","Marine harmful algal blooms, human health and wellbeing: challenges and opportunities in the 21st century",Journal of the Marine Biological Association of the United Kingdom,96,2015
94,9,"Hoagland, P.D., and H.L. Kite-Powell. ""The costs of beach replenishment along the US Atlantic Coast,"" Journal of Coastal Research, v.28, 2012, p. 19.",The costs of beach replenishment along the US Atlantic Coast,Journal of Coastal Research,28,2012
95,9,"Emily A. Carruthers, D. Philip Lane, Rob L. Evans, Jeffrey P. Donnelly, Andrew D. Ashton. ""Quantifying overwash flux in barrier systems: An example from Martha's Vineyard, Massachusetts, USA,"" Marine Geology, v.343, 2013, p. 15. doi:http://dx.doi.org/10.1016/j.margeo.2013.05.013","Quantifying overwash flux in barrier systems: An example from Martha's Vineyard, Massachusetts, USA",Marine Geology,343,2013
96,9,"Jin, D, Ashton, A.D., Hoagland, P.. ""OPTIMAL RESPONSES TO SHORELINE CHANGES: AN INTEGRATED ECONOMIC AND GEOLOGICAL MODEL WITH APPLICATION TO CURVED COASTS,"" Natural Resource Modeling, v.26, 2013, p. 572. doi:1939-7445",OPTIMAL RESPONSES TO SHORELINE CHANGES: AN INTEGRATED ECONOMIC AND GEOLOGICAL MODEL WITH APPLICATION TO CURVED COASTS,Natural Resource Modeling,26,2013
97,10,"Liam Heneghan , Christopher Mulvaney, Kristen Ross, Lauren Umek, Cristy Watkins, Lynne M. Westphal, and David H. Wise. ""Lessons learned from Chicago Wilderness: Implementing and sustaining conservation management in an urban setting. NOTE: This publication was also listed in Annural Report for NSF Grant 0948484,"" Diversity, v.4, 2012, p. 74.",Lessons learned from Chicago Wilderness: Implementing and sustaining conservation management in an urban setting,Diversity,4,2012
98,10,"Watkins, C., Massey, D., Brooks, J., Ross, K., and Zellner, M.. ""Understanding the mechanisms of collective decision-making in ecological restoration: An iterative, ethnographic, agent-based approach,"" Ecology and Society, v.18, 2013, p. 32.","Understanding the mechanisms of collective decision-making in ecological restoration: An iterative, ethnographic, agent-based approach",Ecology and Society,18,2013
99,10,"Iannone, B. V. III, M. L. Zellner, and D. H. Wise. ""Modeling the impacts of life-history traits, canopy dynamics, and establishment location on woodland shrub invasions,"" Ecological Applications, v.24, 2014, p. 467. doi:http://dx.doi.org/10.1890/13-0833.1","Modeling the impacts of life-history traits, canopy dynamics, and establishment location on woodland shrub invasions",Ecological Applications,24,2014
100,10,"Zellner, M., Watkins, C., Massey, D., Westphal, L., Brooks, J. and Ross, K.. ""'Advancing Collective Decision-Making Theory with Integrated Agent-Based Modeling and Ethnographic Data Analysis: An Example in Ecological Restoration,"" Journal of Artificial Societies and Social Simulation, v.17, 2014. doi:http://jasss.soc.surrey.ac.uk/17/4/11.html",Advancing Collective Decision-Making Theory with Integrated Agent-Based Modeling and Ethnographic Data Analysis: An Example in Ecological Restoration,Journal of Artificial Societies and Social Simulation,17,2014
101,13,"Kim, D., Muste, M. ""Multi-dimensional Representation of River Hydrodynamics using Acoustic Doppler Current Profiler Data,"" Environmental Modelling & Software, v.38, 2012, p. 158. doi:1364-8152",Multi-dimensional Representation of River Hydrodynamics using Acoustic Doppler Current Profiler Data,Environmental Modelling & Software,38,2012
102,13,"Kawazoe, S., and W. J. Gutowski. ""Regional, Extreme Daily Precipitation in NARCCAP Simulations,"" Journal of Hydrometeorology, v.14, 2013, p. 1212. doi:1525-755X","Regional, Extreme Daily Precipitation in NARCCAP Simulations",Journal of Hydrometeorology,14,2013
103,13,"Kawazoe, S., and W. J. Gutowski. ""Regional, Extreme Daily Precipitation in CMIP5 Simulations,"" Journal of Hydrometeorology, v.14, 2013, p. 1228. doi:1525-755X","Regional, Extreme Daily Precipitation in CMIP5 Simulations",Journal of Hydrometeorology,14,2013
104,13,"Gottschalk Druschke C., and S. Secchi. ""The Impact of Gender on Agricultural Conservation Knowledge and attitudes in an Iowa Watershed,"" Journal of Soil and Water Conservation., 2014.",The Impact of Gender on Agricultural Conservation Knowledge and attitudes in an Iowa Watershed,Journal of Soil and Water Conservation.,,2014
105,13,"Secchi S.. "". Integrated Modeling for Conservation Policy Support,"" Choices, v.28, 2013, p. 1.",. Integrated Modeling for Conservation Policy Support,Choices,28,2013
106,13,"Rosenzweig, B., C. Vörösmarty, W. J. Gutowski and A. Steiner (partial support from this grant). ""Forging a Partnership: Joining Scientists and Stakeholders in Regional Earth System Modeling,"" EOS, v.95, 2014, p. 247.",Forging a Partnership: Joining Scientists and Stakeholders in Regional Earth System Modeling,EOS,95,2014
107,13,"Nyerges, T., Roderick, M., Prager, S., Bennett, D., Lam, N (partial support from this grant). ""Foundations of Sustainability Information Representation Theory: Spatial-Temporal Dynamics of Sustainable Systems,"" International Journal of Geographical Information Science, v.28, 2014, p. 1165.",Foundations of Sustainability Information Representation Theory: Spatial-Temporal Dynamics of Sustainable Systems,International Journal of Geographical Information Science,28,2014
108,13,"Secchi S.. ""Integrated Modeling for Conservation Policy Support,"" Chices, v.28, 2013, p. 1.",Integrated Modeling for Conservation Policy Support,Chices,28,2013
109,13,"Kawazoe, S., and W. J. Gutowski. ""Regional, Extreme Daily Precipitation in NARCCAP Simulations.,"" Journal of Hydrometeorology, v.14, 2013, p. 1212. doi:10.1175/JHM-D-12-068.1","Regional, Extreme Daily Precipitation in NARCCAP Simulations.",Journal of Hydrometeorology,14,2013
110,13,"Kawazoe, S., and W. J. Gutowski. ""Regional, Extreme Daily Precipitation in CMIP5 Simulations.,"" Journal of Hydrometeorology, v.14, 2013, p. 1228. doi:10.1175/JHM-D-12-0112.1","Regional, Extreme Daily Precipitation in CMIP5 Simulations.",Journal of Hydrometeorology,14,2013
111,13,"Grotjahn, R., R. Black, R. Leung, M. F. Wehner, M. Barlow, M. Bosilovich, A. Gershunov, W. J. Gutowski, J. R. Gyakum, R. W. Katz, Y.-Y. Lee, Y-K. Lim, Prabhat. ""North American Extreme Temperature Events and Related Large Scale Meteorological Patterns: Statistical Methods, Dynamics, Modeling, and Trends.,"" Climate Dynamics, 2015. doi:10.1007/s00382-015-2638-6","North American Extreme Temperature Events and Related Large Scale Meteorological Patterns: Statistical Methods, Dynamics, Modeling, and Trends.",Climate Dynamics,,2015
112,13,"Kim, D., Muste, M., Merwade, V. ""A GIS-based Relational Data Model for Multidimensional Representation of River Hydrodynamics and Morphodynamics,"" Environmental Modelling & Software, v.65, 2015.",A GIS-based Relational Data Model for Multidimensional Representation of River Hydrodynamics and Morphodynamics,Environmental Modelling & Software,65,2015
113,13,"Van Meter, K.j., Basu, N.B. ""Catchment Legacies and Time Lags: A Parsimonious Watershed Model to Predict the Effects of Legacy Storage on Nitrogen Export,"" PLOS One, v.10, 2015, p. e0125971.. doi:10.1371/journal.pone.0125971",Catchment Legacies and Time Lags: A Parsimonious Watershed Model to Predict the Effects of Legacy Storage on Nitrogen Export,PLOS One,10,2015
114,13,"Bitterman, P and Bennett, D.A. ""Constructing Stability Landscapes: Using a Coupled Agent-Based Model to Explore Alternative Stable States and Resilience,"" Ecology & Society, v.21, 2016, p. 21.",Constructing Stability Landscapes: Using a Coupled Agent-Based Model to Explore Alternative Stable States and Resilience,Ecology & Society,21,2016
115,13,"S. Varble, S. Secchi, C. G. Druschke. ""An examination of growing trends in land tenure and conservation practice adoption: Results from a farmer survey in Iowa,"" Environmental Management, 2015.",An examination of growing trends in land tenure and conservation practice adoption: Results from a farmer survey in Iowa,Environmental Management,,2015
116,13,"Ding, D., Bennett, D.A., Secchi, S. ""Investigating impacts of alternative crop market scenarios on land use change with an agent-based model,"" Land, 2015.",Investigating impacts of alternative crop market scenarios on land use change with an agent-based model,Land,,2015
117,13,"Giorgi, F., and W. J. Gutowski,. ""Regional dynamical downscaling and the CORDEX initiative,"" . Annual Review of Environment and Resources, v.40, 2015, p. 467. doi:10.1146/annurev-environ-102014-021217",Regional dynamical downscaling and the CORDEX initiative,. Annual Review of Environment and Resources,40,2015
118,13,"Muste, M. and Mocanu, M.. ""Interjurisdictional Collaboration in Water Resource Management,"" IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR), 2016.",Interjurisdictional Collaboration in Water Resource Management,IEEE International Conference on Automation,,2016
119,13,"Xu, H., Hameed, H., Shen, B., Demir, I., Muste, M., Stevenson, M.B. and Hunemuller, T.. ""Decision Support System for Interjurisdictional Collaboration in Water Resource Management,"" Hydroinformatics Conference, Incheon, Korea, 2016.",Decision Support System for Interjurisdictional Collaboration in Water Resource Management,Hydroinformatics Conference,,2016
120,13,"Van Meter, K.J.*, Basu, N.B., Veenstra, J. and Burras, L.. ""Evidence of Soil Nitrogen Accumulation in Anthropogenic Landscapes,"" Environmental Research Letters, 2016. doi:doi:10.1088/1748-9326/11/3/035014",Evidence of Soil Nitrogen Accumulation in Anthropogenic Landscapes,Environmental Research Letters,,2016
121,13,"Gutowski, W. J., F. Giorgi, B. Timbal, A. Frigon, D. Jacob, H.-S. Kang, R. Krishnan, B. Lee, C. Lennard, G. Nikulin, E. O?Rourke, M. Rixen, S. Solman, T. Stephenson and F. Tangang. ""WCRP Coordinated Regional Downscaling Experiment (CORDEX): A Diagnostic MIP for CMIP6,"" Geoscientific Model Development, v.9, 2016, p. 4087. doi:10.5194/gmd-9-4087-2016",WCRP Coordinated Regional Downscaling Experiment (CORDEX): A Diagnostic MIP for CMIP6,Geoscientific Model Development,9,2016
