scopus_id,eid,title,publication_name,issn,isbn,eissn,volume,issue,page_range,cover_date,doi,description,citation_count,affiliation,aggregation_type,subtype_description,author_name_list,author_ids,auth_keywords,fund_acr,fund_no,fund_sponsor,full_text,award_id
85041237738,2-s2.0-85041237738,Understanding livestock production and sustainability of grassland ecosystems in the Asian Dryland Belt,Ecological Processes,,,21921709,6,1,,2017-12-01,10.1186/s13717-017-0087-3,"© 2017, The Author(s). Background: Companioned by economic development, a dietary shift toward higher meat consumption is seen in developing countries and transitional economies, where the demand for livestock production has been increasing in response to such a dietary shift. In the Asian Dryland Belt, approaches to meet this demand have focused on grazing intensification, cropland conversion for animal feed, and supplemental feeding. With the scarcity of water, energy, and food in the region, a key question is whether or not the current approaches are sustainable. If not, what are the pathways to increase livestock production while protecting the region’s environment for a sustainable future? We provide our reviews and discuss current approaches in response to these dietary shifts and assess their environmental resilience with a focus on the grassland ecosystems in the Asian Dryland Belt. Results: While current approaches alleviate the urgent need for short-term livestock production, they lead to long-term vulnerability in food security. Trade-offs between short gains and long-term losses, between food for humans and for animals, and between agricultural intensification and environmental degradation need to be holistically examined for the sustainable development of the region. A grassland water, energy, and food nexus framework is proposed with specific recommendations to increase livestock production while considering other ecosystem services of the dryland grassland ecosystems in the Asian Dryland Belt. Conclusions: Current practices to increase livestock production are likely to lead to long-term, large-scale ecological degradation of the grassland ecosystems in the Asian Dryland Belt and are thus unsustainable. By considering the trade-offs in the nexus of water, land, food, and livelihoods, sustainable pathways were articulated and recommended. Future pilot studies are needed for validation and adoption.",17,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017705', 'afid': '60017705', 'affilname': 'Chinese Academy of Agricultural Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60003970', 'afid': '60003970', 'affilname': 'Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/117553207', 'afid': '117553207', 'affilname': 'NOAA/National Centers for Environmental Information', 'affiliation-city': 'Asheville', 'affiliation-country': 'United States'}]",Journal,Review,"['Qi J.', 'Xin X.', 'John R.', 'Groisman P.', 'Chen J.']","['7201522137', '16317691300', '23970517000', '7004442182', '8985856500']",Dietary shift | Drylands | Grassland | Livestock production | Sustainability | WEF nexus,NSF,1313761,National Science Foundation,,1523628
85041501723,2-s2.0-85041501723,Heavy mowing enhances the effects of heat waves on grassland carbon and water fluxes,Science of the Total Environment,00489697,,18791026,627,,561-570,2018-06-15,10.1016/j.scitotenv.2018.01.287,"© 2018 Heat waves (HWs) are a type of extreme weather event that is of growing concern in the scientific community. Yet field data based on sound experiment on the variation of ecosystem CO2 levels under HWs remain rare. Additionally, ecosystems react to HWs and the coupled human activities (such as grazing in grasslands) are unknown. Thus, a 3-year field experiment was conducted to simulate HWs in conjunction with different mowing intensities that mimicking grazing in a Stipa krylovii steppe on the Mongolian Plateau. HWs significantly decreased ecosystem exchange (NEE) of CO2, ecosystem respiration (Re) and gross ecosystem productivity (GEP) by 31%, 5% and 16%, respectively, over the three years. Continuous HWs over multiple years produced cumulative effects by reducing NEE at 20%, 34% and 40% in the first, second and third HW years, respectively. During three pre-defined three periods of HWs (during HW period, after HW period in the same year, and after HW period in the next year), variations in water use efficiency indicated that the grassland ecosystem exhibited a strategy for adapting to the continuous HWs to a certain extent, by adjusting community structure or increasing litter biomass. Finally, mowing increased the effects of HWs by extending the legacy effect, such that restoration of the grassland required a greater amount of time under the combination of HWs and mowing.",3,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017705', 'afid': '60017705', 'affilname': 'Chinese Academy of Agricultural Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60004630', 'afid': '60004630', 'affilname': 'Fujian Agriculture and Forestry University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002222', 'afid': '60002222', 'affilname': 'Shanxi University', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",Journal,Article,"['Qu L.', 'Chen J.', 'Dong G.', 'Shao C.']","['56861693900', '8985856500', '48761185400', '24336312100']",Carbon assimilation | Clipping | Ecosystem function | Extreme weather event | Global warming | Water use efficiency,NSF,720-16,Fundamental Research Funds for the Central Universities,https://api.elsevier.com/content/article/eid/1-s2.0-S0048969718303425,1523628
85029330521,2-s2.0-85029330521,Growing season carries stronger contributions to albedo dynamics on the Tibetan plateau,PLoS ONE,,,19326203,12,9,,2017-09-01,10.1371/journal.pone.0180559,"© 2017 Tian et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. The Tibetan Plateau has experienced higher-than-global-average climate warming in recent decades, resulting in many significant changes in ecosystem structure and function. Among them is albedo, which bridges the causes and consequences of land surface processes and climate. The plateau is covered by snow/ice and vegetation in the non-growing season (nGS) and growing season (GS), respectively. Based on the MODIS products, we investigated snow/ice cover and vegetation greenness in relation to the spatiotemporal changes of albedo on the Tibetan Plateau from 2000 through 2013. A synchronous relationship was found between the change in GSNDVI and GSalbedo over time and across the Tibetan landscapes. We found that the annual average albedo had a decreasing trend, but that the albedo had slightly increased during the nGS and decreased during the GS. Across the landscapes, the nGSalbedo fluctuated in a synchronous pattern with snow/ice cover. Temporally, monthly snow/ice coverage also had a high correspondence with albedo, except in April and October. We detected clear dependencies of albedo on elevation. With the rise in altitude, the nGSalbedo decreased below 4000 m, but increased for elevations of 4500–5500 m. Above 5500 m, the nGSalbedo decreased, which was in accordance with the decreased amount of snow/ice coverage and the increased soil moisture on the plateau. More importantly, the decreasing albedo in the most recent decade appeared to be caused primarily by lowered growing season albedo.",5,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031150', 'afid': '60031150', 'affilname': 'Institute of Geographical Sciences and Natural Resources Research Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,Article,"['Tian L.', 'Chen J.', 'Zhang Y.']","['56221884800', '8985856500', '55904690700']",,CAS,41601100,Chinese Academy of Sciences,,1523628
85050456239,2-s2.0-85050456239,Interdependent dynamics of LAI-Albedo across the roofing landscapes: Mongolian and Tibetan Plateaus,Remote Sensing,,,20724292,10,7,,2018-07-01,10.3390/rs10071159,"© 2018 by the authors. The Mongolian Plateau (MP) and Tibetan Plateau (TP) have experienced higher-than-global average warming in recent decades, resulting in many significant changes in ecosystem structure and function. Among them are the leaf area index (LAI) and albedo, which play a fundamental role in understanding many causes and consequences of land surface processes and climate. Here, we focused on the spatiotemporal changes of LAI, albedo, and their spatiotemporal relationships on the two roofing landscapes in Eurasia. Based on the MODIS products, we investigated the spatiotemporal changes of albedo(VIS, NIR and SHO) and LAI from 2000 through 2016. We found that there existed a general negative logarithmic relationship between LAI and three measures of albedo on both plateaus. No significant relationship was found for LAI-albedoNIR on the TP, due to more complex land surface canopy characteristics affected by the NIR reflection there. During 2000-2016, overall, annual mean LAI increased significantly by 119.40 × 103 km2 on the MP and by 28.35 × 103 km2 on the TP, while the decreased areas for annual mean albedoVIS were 585.59 × 103 km2 and 235.73 × 103 km2 on the MP and TP, respectively. More importantly, the LAI-albedo relationships varied substantially across the space and over time, with mismatches found in some parts of the landscapes. Substantial additional efforts with observational and/or experimental investigations are needed to explore the underlying mechanisms responsible for these relationships, including the influences of vegetation characteristics and disturbances.",4,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031150', 'afid': '60031150', 'affilname': 'Institute of Geographical Sciences and Natural Resources Research Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017705', 'afid': '60017705', 'affilname': 'Chinese Academy of Agricultural Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,Article,"['Tian L.', 'Chen J.', 'Shao C.']","['56221884800', '8985856500', '24336312100']",Albedo | Alpine | Altitude and latitude | Energy balance | Eurasian continent | Global warming | Land surface process | Leaf area index (LAI),NSFC,41601100,National Natural Science Foundation of China,,1523628
85048260826,2-s2.0-85048260826,Coupled dynamics of socioeconomic and environmental systems in Tibet,Environmental Research Letters,17489318,,17489326,13,3,,2018-03-01,10.1088/1748-9326/aaa64e,,3,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031150', 'afid': '60031150', 'affilname': 'Institute of Geographical Sciences and Natural Resources Research Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60006782', 'afid': '60006782', 'affilname': 'Beijing Forestry University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,Letter,"['Tian L.', 'Gong Q.', 'Chen J.']","['56221884800', '57202421339', '8985856500']",,NSF,1313761,National Science Foundation,,1523628
85049918158,2-s2.0-85049918158,"Predominance of precipitation event controls ecosystem CO<inf>2</inf> exchange in an Inner Mongolian desert grassland, China",Journal of Cleaner Production,09596526,,,197,,781-793,2018-10-01,10.1016/j.jclepro.2018.06.107,"© 2018 Elsevier Ltd The intensity and frequency of precipitation events, especially extreme precipitation events (EPE), are increasingly recognized for their importance in regulating ecosystem functions (e.g., C fluxes). Here we assessed the effects of precipitation events on ecosystem carbon exchange following the precipitation events. Naturally occurring precipitation events and CO2 exchange were measured by applying an eddy covariance technique and meteorological tower between 2008 and 2010 in a desert grassland in Inner Mongolia, China. The results indicate that the accumulative net ecosystem exchange (NEE) of carbon was −11.08 gC⋅m−2, −15.62 gC⋅m−2 and 26.68 gC m−2 in 2008, 2009 and 2010, respectively. The magnitude and timing of precipitation controlled the variation in accumulative NEE. Summer and autumn precipitation produced stronger impacts than those in the spring. The desert grassland appeared more sensitive to precipitation than other grassland ecosystems, with a threshold of ∼1–2 mm precipitation. During the 3-year study period, EPEs significantly enhanced the carbon sink strength due to discrepant sensitivity of gross ecosystem productivity (GEP) and ecosystem respiration (Reco) to precipitation events. NEE response time to EPE (TL) lasted 5–17 days. Total accumulative carbon was - 40.32 gC m−2, which was 91% more than the 3-year average of NEE during TL and 33% more than the growing season average. GEP and Reco were disproportionally promoted by 52% and 37% with EPEs during TL. A nonlinear equation (NEE = α + βte-γt) was developed with high confidence (R2 = 0.84) to model the changes of NEE following the precipitation event. The sensitivity response of carbon exchange processes to larger precipitation events suggests that the carbon sink strength of the Inner Mongolian desert grassland will be elevated with the increase in the frequency and intensity of extreme precipitation. This study provides updated evidence regarding how precipitation events alter ecosystem carbon sequestration and helps mitigate the uncertainty when quantifying the carbon budget of a semi-arid ecosystem with a different future climate. Further studies are crucial to investigate the long-term responses of carbon exchange processes to variations in precipitation patterns and characterize the responses of biological components of the carbon balance following precipitation events.",3,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60073587', 'afid': '60073587', 'affilname': 'Henan University of Science and Technology', 'affiliation-city': 'Luoyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60027451', 'afid': '60027451', 'affilname': 'Chinese Academy of Meteorological Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017705', 'afid': '60017705', 'affilname': 'Chinese Academy of Agricultural Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014773', 'afid': '60014773', 'affilname': 'Institute of Botany Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,Article,"['Yuhui W.', 'Jiquan C.', 'Guangsheng Z.', 'Changliang S.', 'Jun C.', 'Yu W.', 'Jianmin S.']","['35209245200', '57202938836', '15848267900', '57202940348', '57202945476', '57202948701', '57202940172']",Accumulative NEE | Desert grassland | Ecosystem CO  exchange 2 | Extreme precipitation | Nonlinear equation,CSC,1313761,China Scholarship Council,https://api.elsevier.com/content/article/eid/1-s2.0-S0959652618317578,1523628
85070886957,2-s2.0-85070886957,Livestock dynamics under changing economy and climate in Mongolia,Land Use Policy,02648377,,,88,,,2019-11-01,10.1016/j.landusepol.2019.104120,"© 2019 Elsevier Ltd Livestock is a key variable in understanding the complex relationships of coupled natural and human systems for pastoralist societies. We used a Two-Stage Dynamic Model to examine the dynamics of livestock in terms of sales, self-consumption, and stocking in Mongolia in recent decades. While Mongolian pastoralists remain largely in the subsistence economy stage, herders do respond to market factors such as current and expected prices, substitute food prices and debt to help guide their choices and behaviors to maximize the economic value of their livestock. Our results also find that the livestock is very vulnerable to natural disasters. Providing a better capital market and livestock market could be the most essential factor to facilitate the economic transition of Mongolia from a subsistence pastoral economy to a market economy and to increase the welfare of herders in Mongolia. Improved public supports, including climate-based livestock insurance, enhancement of infrastructure animal shelter, better capital markets, increased availability of weather information, and improved winter protection, are critical components to a sustainable level of livestock production.",0,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011754', 'afid': '60011754', 'affilname': 'Auburn University', 'affiliation-city': 'Auburn', 'affiliation-country': 'United States'}]",Journal,Article,"['Xu Y.', 'Zhang Y.', 'Chen J.', 'John R.']","['56365919200', '8693543800', '8985856500', '23970517000']",Climate change | Livelihoods | Pastoralism | Subsistence economy | Vulnerability,NSF,1313761,National Science Foundation,https://api.elsevier.com/content/article/eid/1-s2.0-S0264837718314339,1523628
85070917208,2-s2.0-85070917208,"Spatiotemporal changes of informal settlements: Ger districts in Ulaanbaatar, Mongolia",Landscape and Urban Planning,01692046,,,191,,,2019-11-01,10.1016/j.landurbplan.2019.103630,"© 2019 Elsevier B.V. Ulaanbaatar, the capital of Mongolia, has experienced unprecedented urbanization following the collapse of the Soviet Union. Lack in housing supply has led to an expansion of informal settlements, mostly in the form of Gers — portable tents used by nomads in Mongolian Plateau. These settlements now host approximately 45% of Ulaanbaatar's total population, resulting in some serious urban challenges (i.e., limited public services, waterborne diseases, and air pollution). However, there is a limited understanding on how these informal settlements have evolved because they have been constantly growing and changing over the past few decades. We conducted semi-structured interviews and applied remote sensing imagery to generate a comprehensive picture of informal settlements in Ulaanbaatar over the past three decades. Throughout the semi-structured interviews, we identified informal settlements as evolving objects with infancy, consolidation, and maturity stages. Through QuickBird and Landsat satellite imagery, we developed spatial distributions of informal settlements from 1990 to 2013 and found the total area of informal settlements increased from 32.15 km2 to 221.15 km2. We identified distinct spatial patterns of informal settlements (i.e., spillover, linear aggregation, leap-frogging, and infill development). Particularly, we verified that the emergence of informal settlements in the infancy stage occurred in the periphery of the city and along major roads, with informal settlements rapidly evolving over time (i.e., about 40% of infancy-stage in 1990 had segued into the consolidation and maturity stages in 2013). These results are credited to the accessibility of economic opportunities and public services, as well as the availability of vacant land and associated unique Mongolian land tenure law.",1,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60121512', 'afid': '60121512', 'affilname': 'School of Global Policy and Strategy', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028179', 'afid': '60028179', 'affilname': 'University of South Dakota', 'affiliation-city': 'Vermillion', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60012708', 'afid': '60012708', 'affilname': 'Stanford University', 'affiliation-city': 'Palo Alto', 'affiliation-country': 'United States'}]",Journal,Article,"['Park H.', 'Fan P.', 'John R.', 'Ouyang Z.', 'Chen J.']","['57193776863', '24465046600', '23970517000', '36898804300', '8985856500']",Ger | Global South | Informal settlements | Mongolia | Object-Based Image Analysis (OBIA),NASA,1313761,National Aeronautics and Space Administration,https://api.elsevier.com/content/article/eid/1-s2.0-S0169204618310351,1523628
84930405697,2-s2.0-84930405697,Divergences of two coupled human and natural systems on the Mongolian Plateau,BioScience,00063568,,15253244,65,6,559-570,2015-01-01,10.1093/biosci/biv050,"© 2015 The Author(s). Central to the concept of coupled human and natural systems (CHANS), humans and nature are organized into interacting subsystems of a cohesive whole at multiple spatial and temporal scales. Following an overview of the challenges in implementing the CHANS concept, we used widely available measures of social, economic, and ecological systems, including gross domestic product, population size, net primary productivity, and livestock and their ratios to examine CHANS dynamics on the Mongolian Plateau from 1981 to 2010. Our cross-border analysis of coupled dynamics over the past three decades demonstrated striking contrasts between Inner Mongolia (IM) and Mongolia (MG), with policies playing shifting roles in these measures. For prioritizing future research on the CHANS concept, we hypothesize that although the divergence of IM and MG for 1981-2010 was largely driven by market reforms, the importance of socioeconomic forces driving climate changes will gradually decrease in IM while remaining important in MG.",41,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60119216', 'afid': '60119216', 'affilname': 'University of the Humanities', 'affiliation-city': 'Ulaanbaatar', 'affiliation-country': 'Mongolia'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60072642', 'afid': '60072642', 'affilname': 'Mongolian Academy of Sciences', 'affiliation-city': 'Ulaanbaatar', 'affiliation-country': 'Mongolia'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60064143', 'afid': '60064143', 'affilname': 'Nanjing University of Information Science and Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025778', 'afid': '60025778', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011754', 'afid': '60011754', 'affilname': 'Auburn University', 'affiliation-city': 'Auburn', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60003970', 'afid': '60003970', 'affilname': 'Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002222', 'afid': '60002222', 'affilname': 'Shanxi University', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",Journal,Article,"['Chen J.', 'John R.', 'Zhang Y.', 'Shao C.', 'Brown D.', 'Batkhishig O.', 'Amarjargal A.', 'Ouyang Z.', 'Dong G.', 'Wang D.', 'Qi J.']","['8985856500', '23970517000', '8693543800', '24336312100', '56975641800', '25957914700', '56668753300', '36898804300', '48761185400', '55713384100', '7201522137']",CHANS | climatic change | livestock | Mongolia | socioeconomic,NSF,1313761,National Science Foundation,,1523628
84948405288,2-s2.0-84948405288,Policy shifts influence the functional changes of the CNH systems on the Mongolian plateau,Environmental Research Letters,17489318,,17489326,10,8,,2015-08-04,10.1088/1748-9326/10/8/085003,"© 2015 IOP Publishing Ltd. By applying the concept of the coupled natural and human system (CNH), we compared spatiotemporal changes in livestock (LSK), land cover, and ecosystem production to understand the relative roles that natural and social driving forces have on CNH dynamics on the Mongolia plateau. We used socioeconomic and physical data at prefecture level for Inner Mongolia and Mongolia from 1981 through 2010 to represent changes in net primary productivity (NPP), enhanced vegetation index (EVI), precipitation, annual average temperature, LSK, livestock density (LSKD), land cover change (LCC), gross domestic production (GDP), and population (POP). The ratios such as LSK: NPP, LSKD: EVI, LSKD:albedo, LSK:POP, and LSK:GDP were examined and compared between Inner Mongolia and Mongolia, and structural equation modeling (SEM) was applied to quantify the complex interactions. Substantial differences in LSK, POP, and economic development were found among the biomes and between Inner Mongolia and Mongolia. When various indicators for policy shifts - such as the World Trade Organization (WTO) for China, the Third Campaign to Reclaim Abandoned Agriculture Lands (ATAR-3), and the Grain for Green Program for China (GFG) - were added into our SEM, the results showed significant change in the strength of the above relationships. After China joined the WTO, the relationships in Inner Mongolia between LSKD:LCC and LSKD: NPP were immensely strengthened, whereas relationships in NPP:LCC were weakened. In Mongolia, the ATAR-3 program first appeared to be an insignificant policy, but the Collapse of the Soviet Union enhanced the correlation between LSKD:LCC, weakened the connection of LCC:NPP, and did not affect LSKD:NPP. We conclude that human influences on the Mongolian CNH system exceeded those of the biophysical changes, but that the significance varies in time and per biome, as well as between Inner Mongolia and Mongolia.",34,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60119216', 'afid': '60119216', 'affilname': 'University of the Humanities', 'affiliation-city': 'Ulaanbaatar', 'affiliation-country': 'Mongolia'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60064143', 'afid': '60064143', 'affilname': 'Nanjing University of Information Science and Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031707', 'afid': '60031707', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025778', 'afid': '60025778', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022778', 'afid': '60022778', 'affilname': 'Università degli Studi di Bari', 'affiliation-city': 'Bari', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011754', 'afid': '60011754', 'affilname': 'Auburn University', 'affiliation-city': 'Auburn', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002222', 'afid': '60002222', 'affilname': 'Shanxi University', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",Journal,Article,"['Chen J.', 'John R.', 'Shao C.', 'Fan Y.', 'Zhang Y.', 'Amarjargal A.', 'Brown D.G.', 'Qi J.', 'Han J.', 'Lafortezza R.', 'Dong G.']","['8985856500', '23970517000', '24336312100', '56693370600', '8693543800', '56668753300', '56975641800', '7201522137', '55796896300', '14421241900', '48761185400']",Coupled natural and human system | Global change | Land use | Mongolia | Policy | SEM,NSF,#1313761,National Science Foundation,,1523628
